query,intent
Please help me reschedule my booking to 1:00 PM instead of 1:00 PM. Ref RES-00346,reschedule
Can you book me for mobile beauty next Tuesday afternoon? I'm in Adelaide CBD.,booking
What should I bring for my first hair styling? Ref GEN-02322,general_query
What are your operating hours on Saturday? Ref GEN-02966,general_query
Do you have parking available at the city center location? Ref GEN-04253,general_query
Kindly cancel my reservation for December 5 at 5:00 PM. Ref CAN-00005,cancellation
I need to cancel my facial appointment on October 22. Ref CAN-00537,cancellation
Reschedule my existing booking to 20 June before 9am in Fortitude Valley.,reschedule
Are there package discounts for multiple consultation sessions? Ref PRI-01195,pricing
Can I move my appointment on July 27 to June 27? Ref RES-02493,reschedule
price? relaxation massage Ref inquiry 9643.,pricing
What should I bring for my first therapy session? Ref GEN-03247,general_query
"Cancel bokking for tonight, can't make it. #can-1490",cancellation
prce? massage,pricing
Do I need to arrive early for a therapy session? Ref GEN-03238,general_query
"pedicure booking for 14 June, next Monday, Fortitude Valley.",booking
Can you cancel out my booking for pedicure tomorrow in Newcastle?,cancellation
Reschedule my existing booking to 9 July Friday night in Parramatta.,reschedule
Can you make a booking for me for physio session Saturday morning? I'm in Canberra City.,booking
Do I need to arrive early for a massage? Ref GEN-04034,general_query
Please help me reschedule my booking to 1:00 PM instead of 8:00 AM. Ref RES-02887,reschedule
Please help me reschedule my booking to 3:30 PM instead of 3:30 PM. Ref RES-01216,reschedule
Book two people for waxing on 9 July around next Monday in Glenelg.,booking
Do you have parking available at the west end studio? Ref GEN-03833,general_query
would you mind delete my waxing appointment for around 6pm in Parramatta.,cancellation
I want to change my nail appointment appointment to next Tuesday. Ref RES-01250,reschedule
Help me reserve a slot for a hair styling next Monday morning. Ref BOO-02116,booking
Could you reschedule my reservation at the city center location to 9:30 AM? Ref RES-03093,reschedule
"Cancel booking for tonight, can't make it. #can-1688",cancellation
Do I need to arrive early for a hair styling? Ref GEN-00139,general_query
Please help me reschedule my booking to 8:00 AM instead of 11:00 AM. Ref RES-01225,reschedule
Kindly cancel my reservation for July 6 at 11:00 AM. Ref CAN-02573,cancellation
"Tomorrow evening booking for carpet cleaning at Bondi, can this be done?",booking
How much does a 1 hour therapy session cost? Ref PRI-00858,pricing
Please help me reschedule my booking to 6:30 PM instead of 6:30 PM. Ref RES-03124,reschedule
Please help me reschedule my booking to 6:30 PM instead of 8:00 AM. Ref RES-02064,reschedule
I need to make a booking for physio session on 18 May at lunchtime near Gold Coast.,booking
I want to reschedule instead of cancel #can-1336,reschedule
Do you have parking available at the city center location? Ref GEN-03618,general_query
I want to change my consultation appointment to next Monday. Ref RES-03298,reschedule
What should I bring for my first consultation? Ref GEN-03297,general_query
I need to organize relaxation massage on 22 May at after work near Wollongong. Ref #12257.,booking
I have to cancel my appointment due to a conflict this Sunday. Ref CAN-00981,cancellation
I want to change my hair styling appointment to next Friday. Ref RES-00313,reschedule
Can you share your pricing for a hair styling on January 20? Ref PRI-00945,pricing
What are your operating hours on Monday? Ref GEN-03637,general_query
Please book me for massage at the downtown branch this Wednesday. Ref BOO-01885,booking
Reschedule my existing booking to 1 June tonight in Newcastle.,reschedule
Can you set up me for remedial massage this afternoon? I'm in Perth CBD.,booking
I need to reschedule my massage from Sunday to Monday. Ref RES-02880,reschedule
Any extra fee for cleaning in Newcastle?,pricing
How much for facial tomorrow morning?,pricing
Do I need to arrive early for a massage? Ref GEN-01374,general_query
Can you share your pricing for a therapy session on August 18? Ref PRI-00095,pricing
"I might book later, just need a quote for cleaning first. #pri-1053",pricing
What are your rates for manicure on weekends? #pri-2621,pricing
Can we move my physio session appointment to asap at Geelong?,reschedule
I have to cancel my appointment due to a conflict this Thursday. Ref CAN-00239,cancellation
Please cancel my booking for Sunday at 1:00 PM. Ref CAN-00594,cancellation
What are your operating hours on Tuesday? Ref GEN-01217,general_query
I need to cancel my consultation appointment on July 24. Ref CAN-01967,cancellation
Do you have parking available at the west end studio? Ref GEN-02607,general_query
Book #boo-2759,booking
Could you reschedule my reservation at the west end studio to 3:30 PM? Ref RES-01139,reschedule
"I want to reschedule instead of cancel, but if not possible cancel out it. #can-562",reschedule
I need an appointment for facial on February 1 at 11:00 AM. Ref BOO-01074,booking
What's your cancellation policy for massage bookings? #can-1376,general_query
Please help me reschedule my booking to 11:00 AM instead of 8:00 AM. Ref RES-02343,reschedule
Please cancel my booking for Wednesday at 11:00 AM. Ref CAN-01916,cancellation
What should I bring for my first therapy session? Ref GEN-01826,general_query
Reschedule my existing booking to 10 June after work in Newcastle.,reschedule
What are your operating hours on Sunday? Ref GEN-01211,general_query
"Before I confirm, what would facial cost for two people? #pri-666",pricing
Can you set up me for pedicure asap? I'm in Geelong.,booking
Help me reserve a slot for a massage next Sunday morning. Ref BOO-02060,booking
Please help me reschedule my booking to 1:00 PM instead of 1:00 PM. Ref RES-01369,reschedule
Please book me for therapy session at the downtown branch this Saturday. Ref BOO-01275,booking
How much for pedicure after work? #pri-1674,pricing
Can I get pricing for mobile beauty at home in Sydney CBD? #pri-1586,pricing
Do you have parking available at the downtown branch? Ref GEN-02419,general_query
"I want to reschedule instead of cancel, but if not possible call off it. #can-2529",reschedule
Take me off the,cancellation
I need to set up waxing on 12 May at tomorrow evening near Brisbane City. Ref #11805.,booking
"cancel it, remove that appointment.",cancellation
What are your operating hours on Tuesday? Ref GEN-04155,general_query
Do I need to arrive early for a nail appointment? Ref GEN-01162,general_query
Can I move my appointment on October 4 to June 25? Ref RES-02340,reschedule
Are there package discounts for multiple therapy session sessions? Ref PRI-00392,pricing
Please stop booking ID 10210.,cancellation
Can you book me for chiropractic session Saturday morning? I'm in Canberra City.,booking
Do prices change for evening bookings like around 7:30pm? #pri-3223,pricing
Please help me reschedule my booking to 8:00 AM instead of 8:00 AM. Ref RES-03689,reschedule
Can I move my appointment on July 3 to July 8? Ref RES-00177,reschedule
Kindly cancel my reservation for May 11 at 6:30 PM. Ref CAN-00360,cancellation
Can you clarify your refund and cancellation rules? #can-2698,general_query
"I might book later, just need a quote for waxing first. #pri-358",pricing
What are your rates for end of lease cleaning on weekends? #pri-1457,pricing
Can you cancel my scheduled consultation at the north side office? Ref CAN-00839,cancellation
Can I move my appointment on February 23 to February 17? Ref RES-02419,reschedule
Reschedule my existing booking to 18 May tonight in Melbourne CBD.,reschedule
Can we move my hair styling appointment to tomorrow morning at Geelong?,reschedule
I need an appointment for massage on April 9 at 1:00 PM. Ref BOO-01580,booking
I need to reschedule my facial from Monday to Friday. Ref RES-02891,reschedule
Are there package discounts for multiple massage sessions? Ref PRI-01422,pricing
Please book me for nail appointment at the west end studio this Thursday. Ref BOO-01792,booking
Could you reschedule my reservation at the city center location to 6:30 PM? Ref RES-00139,reschedule
Where is your city center location located exactly? Ref GEN-00757,general_query
Can I move my appointment on February 28 to September 20? Ref RES-00001,reschedule
Do you have parking available at the west end studio? Ref GEN-00938,general_query
Can you cancel my scheduled massage at the north side office? Ref CAN-00848,cancellation
Do prices change for evening bookings like Sunday evening? #pri-1758,pricing
Do prices change for evening bookings like after work? #pri-2978,pricing
Do prices change for evening bookings like Saturday morning? #pri-3195,pricing
Do you have parking available at the city center location? Ref GEN-03096,general_query
Can you share your pricing for a consultation on March 3? Ref PRI-00160,pricing
"quick one, What is the",pricing
Is there a surcharge in Canberra City and what's the total usually? #pri-1710,pricing
"Before I confirm, what would remedial massage cost for two people? #pri-3219",pricing
Do you charge extra for weekend therapy session bookings? Ref PRI-01331,pricing
"I might book later,",pricing
Please book me for nail appointment at the city center location this Thursday. Ref BOO-01613,booking
Is there a surcharge in Parramatta and what's the total usually? #pri-1745,pricing
Do you have parking available at the west end studio? Ref GEN-04257,general_query
Help me reserve a slot for a hair styling next Friday morning. Ref BOO-00157,booking
Please cancel my booking for Sunday at 3:30 PM. Ref CAN-00704,cancellation
What are your rates for facial on weekends? #pri-562,pricing
