Customer_ID,Booking_Frequency,Avg_Spending,Preferred_Service,Review_Text,Last_Activity
CUST01339,4,139.03,Nail Care,I had a fantastic experience today. Pricing was standard compared to similar places. Visit reference 1339.,2025-12-11
CUST01340,2,140.08,Spa,Waiting time was minimal. The environment was mostly tidy. Everyone was courteous and patient. I left satisfied with the result. I found the value for money reasonable. Visit reference 1340.,2025-12-10
CUST01341,10,,Hair Coloring,The therapist explained each step clearly. Hygiene standards appeared excellent. Pricing was standard compared to similar places. Excellent service from start to finish. The final result looked polished and professional. The schedule slipped by about fifteen minutes. Visit reference 1341.,2025-09-26
CUST01342,0,130.81,Makeup,Hygiene standards appeared excellent. The final result looked polished and professional. I had a fantastic experience today. Visit reference 1342.,2026-02-05
CUST01343,0,114.16,Hair Coloring,The staff handled requests adequately. The cost matched the overall experience. The appointment went fairly well. Check-in was quick and smooth. The outcome was decent with room for improvement. The environment was mostly tidy. Visit reference 1343.,2026-01-11
CUST01344,29,377.12,Makeup,The service quality was excellent. Everything exceeded my expectations. The staff were attentive and professional. Cost was in line with what I expected. The treatment rooms were very clean. Visit reference 1344.,2026-03-03
CUST01345,7,146.48,Facial,,2025-12-18
CUST01346,4,60.21,Facial,There was a moderate delay before the service began. Staff behavior was polite but somewhat rushed. The outcome was decent with room for improvement. The space looked reasonably maintained. Service quality was acceptable. Visit reference 1346.,2025-09-27
CUST01347,3,168.01,Makeup,I was seated almost immediately. Cost was in line with what I expected. The final result looked polished and professional. The treatment rooms were very clean. Visit reference 1347.,2026-01-24
CUST01348,4,177.60,Hair Coloring,"Communication was clear, though not very warm. Waiting time was minimal. Pricing felt fair for the quality provided. The facility was spotless and comfortable. I left satisfied with the result. Visit reference 1348.",2025-12-26
CUST01349,1,174.68,Spa,The service quality was excellent. Pricing felt fair for the quality provided. I had a fantastic experience today. Waiting time was minimal. The therapist explained each step clearly. Hygiene standards appeared excellent. Visit reference 1349.,2026-01-15
CUST01350,5,41.41,Spa,I had trouble getting clear answers from the team. The environment did not feel as clean as expected. I do not think the service justified the cost. Visit reference 1350.,2025-06-01
CUST01351,8,171.73,Facial,The outcome was decent with room for improvement. I waited a little longer than expected. The staff handled requests adequately. The environment was mostly tidy. Pricing was standard compared to similar places. It was an okay appointment. Visit reference 1351.,2025-09-18
CUST01352,4,151.90,Haircut,"The price was acceptable, though not a bargain. The space looked reasonably maintained. My stylist listened carefully to my preferences. There was a moderate delay before the service began. Overall, a good visit. Great attention to detail throughout the session. Visit reference 1352.",2026-01-06
CUST01353,9,144.44,Hair Coloring,"I was disappointed with several parts of the visit. Communication was clear, though not very warm. The final bill felt overpriced. The outcome was decent with room for improvement. Visit reference 1353.",2025-07-18
CUST01354,26,204.16,Facial,There was a moderate delay before the service began. The team was professional but distant. Service quality was acceptable but not outstanding. It was an okay appointment. The space looked reasonably maintained. Visit reference 1354.,2025-07-08
CUST01355,2,182.97,Hair Coloring,The service quality was excellent. The space looked reasonably maintained. I found the value for money reasonable. Staff behavior was polite but somewhat rushed. Visit reference 1355.,2025-10-25
CUST01356,11,62.89,Hair Coloring,The environment did not feel as clean as expected. I am very unhappy with this appointment. I waited far beyond my appointment time. The interaction felt rushed and impersonal. Visit reference 1356.,2025-06-11
CUST01357,4,167.57,Makeup,The environment was mostly tidy. The cost matched the overall experience. The service was solid and dependable. The result was fine for a routine visit. The team was professional but distant. I was seated almost immediately. Visit reference 1357.,2026-02-02
CUST01358,10,172.72,Massage,Staff behavior was polite but somewhat rushed. The cost matched the overall experience. Service quality was acceptable but not outstanding. The facility was spotless and comfortable. Visit reference 1358.,2025-12-26
CUST01359,9,103.25,Massage,Some areas did not look properly maintained. The final result did not match what I requested. Visit reference 1359.,2025-06-10
CUST01360,10,127.99,Haircut,Service quality was acceptable but not outstanding. I waited a little longer than expected. Service quality was acceptable. Cost was in line with what I expected. Visit reference 1360.,2025-09-15
CUST01361,19,204.14,Haircut,"The price was acceptable, though not a bargain. Staff behavior was polite but somewhat rushed. The facility was spotless and comfortable. There was a moderate delay before the service began. The outcome was decent with room for improvement. The appointment went fairly well. Visit reference 1361.",2025-12-30
CUST01362,21,178.53,Haircut,Some areas did not look properly maintained. The final bill felt overpriced. The waiting time was too long. The interaction felt rushed and impersonal. Visit reference 1362.,2025-06-29
CUST01363,21,152.65,Nail Care,"I waited a little longer than expected. Pricing was standard compared to similar places. Nothing remarkable, just standard service. The team was professional but distant. The result was fine for a routine visit. Visit reference 1363.",2025-10-15
CUST01364,5,156.73,Spa,The service quality was excellent. Hygiene standards appeared excellent. Visit reference 1364.,2026-01-22
CUST01365,7,24.11,Massage,I am very unhappy with this appointment. The delay was excessive and poorly communicated. Visit reference 1365.,2025-05-17
CUST01366,6,137.68,Makeup,The service was solid and dependable. I was seated almost immediately. Pricing felt fair for the quality provided. Visit reference 1366.,2025-12-24
CUST01367,5,142.18,Nail Care,I was seated almost immediately. The cost matched the overall experience. The therapist explained each step clearly. The final result looked polished and professional. The facility was spotless and comfortable. One of the best appointments I have had. Visit reference 1367.,2026-02-28
CUST01368,24,270.56,Facial,The appointment went fairly well. Waiting time was minimal. The environment was mostly tidy. I found the value for money reasonable. The final result looked polished and professional. Everyone was courteous and patient. Visit reference 1368.,2025-12-23
CUST01369,10,104.82,Massage,The visit was deeply disappointing. The final bill felt overpriced. The final result did not match what I requested. The waiting time was too long. The staff seemed distracted and uncoordinated. Visit reference 1369.,2025-05-28
